country,Indicator.Name,year,healthexp
North America,Current health expenditure per capita (current US$),2015,9037.207856
Namibia,Current health expenditure per capita (current US$),2015,477.2374268
New Caledonia,Current health expenditure per capita (current US$),2015,NA
Niger,Current health expenditure per capita (current US$),2015,26.01409912
Nigeria,Current health expenditure per capita (current US$),2015,97.77871704
Nicaragua,Current health expenditure per capita (current US$),2015,165.9104309
Netherlands,Current health expenditure per capita (current US$),2015,4674.679688
Norway,Current health expenditure per capita (current US$),2015,7565.549805
Nepal,Current health expenditure per capita (current US$),2015,45.14484024
Nauru,Current health expenditure per capita (current US$),2015,1054.203247
New Zealand,Current health expenditure per capita (current US$),2015,3582.272949
OECD members,Current health expenditure per capita (current US$),2015,4388.152941
Oman,Current health expenditure per capita (current US$),2015,706.3706665
Other small states,Current health expenditure per capita (current US$),2015,622.5800079
Pakistan,Current health expenditure per capita (current US$),2015,37.88962173
Panama,Current health expenditure per capita (current US$),2015,927.7602539
Peru,Current health expenditure per capita (current US$),2015,306.8320007
Philippines,Current health expenditure per capita (current US$),2015,124.3834991
Palau,Current health expenditure per capita (current US$),2015,1498.625488
Papua New Guinea,Current health expenditure per capita (current US$),2015,49.88833237
Poland,Current health expenditure per capita (current US$),2015,803.9596558
Pre-demographic dividend,Current health expenditure per capita (current US$),2015,66.99458707
Puerto Rico,Current health expenditure per capita (current US$),2015,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2015,NA
Portugal,Current health expenditure per capita (current US$),2015,1724.528442
Paraguay,Current health expenditure per capita (current US$),2015,367.5166931
West Bank and Gaza,Current health expenditure per capita (current US$),2015,NA
Pacific island small states,Current health expenditure per capita (current US$),2015,187.7463464
Post-demographic dividend,Current health expenditure per capita (current US$),2015,5182.161191
French Polynesia,Current health expenditure per capita (current US$),2015,NA
Qatar,Current health expenditure per capita (current US$),2015,2031.892944
Romania,Current health expenditure per capita (current US$),2015,442.2440186
Russian Federation,Current health expenditure per capita (current US$),2015,501.853302
Rwanda,Current health expenditure per capita (current US$),2015,46.43984222
South Asia,Current health expenditure per capita (current US$),2015,55.27714253
Saudi Arabia,Current health expenditure per capita (current US$),2015,1243.627441
Sudan,Current health expenditure per capita (current US$),2015,158.020401
Senegal,Current health expenditure per capita (current US$),2015,51.99167252
Singapore,Current health expenditure per capita (current US$),2015,2326.265137
Solomon Islands,Current health expenditure per capita (current US$),2015,103.1622467
Sierra Leone,Current health expenditure per capita (current US$),2015,119.8245621
El Salvador,Current health expenditure per capita (current US$),2015,283.3117676
San Marino,Current health expenditure per capita (current US$),2015,3163.792969
Somalia,Current health expenditure per capita (current US$),2015,NA
Serbia,Current health expenditure per capita (current US$),2015,491.25177
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2015,85.48268904
South Sudan,Current health expenditure per capita (current US$),2015,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2015,86.11628855
Small states,Current health expenditure per capita (current US$),2015,586.6775161
Sao Tome and Principe,Current health expenditure per capita (current US$),2015,86.91471863
Suriname,Current health expenditure per capita (current US$),2015,538.210022
Slovak Republic,Current health expenditure per capita (current US$),2015,1108.431763
Slovenia,Current health expenditure per capita (current US$),2015,1775.145874
Sweden,Current health expenditure per capita (current US$),2015,5623.214355
Eswatini,Current health expenditure per capita (current US$),2015,217.2237244
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2015,NA
Seychelles,Current health expenditure per capita (current US$),2015,674.2251587
Syrian Arab Republic,Current health expenditure per capita (current US$),2015,NA
Turks and Caicos Islands,Current health expenditure per capita (current US$),2015,NA
Chad,Current health expenditure per capita (current US$),2015,35.34744263
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2015,308.2289711
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2015,423.5850839
Togo,Current health expenditure per capita (current US$),2015,35.21372223
Thailand,Current health expenditure per capita (current US$),2015,214.3841248
Tajikistan,Current health expenditure per capita (current US$),2015,63.45685577
Turkmenistan,Current health expenditure per capita (current US$),2015,405.1263123
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2015,644.4287449
Timor-Leste,Current health expenditure per capita (current US$),2015,87.39994049
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2015,240.0508035
Tonga,Current health expenditure per capita (current US$),2015,180.9068604
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2015,55.27714253
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2015,86.11628855
Trinidad and Tobago,Current health expenditure per capita (current US$),2015,1115.518188
Tunisia,Current health expenditure per capita (current US$),2015,268.2214355
Turkey,Current health expenditure per capita (current US$),2015,454.6096802
Tuvalu,Current health expenditure per capita (current US$),2015,535.9991455
Tanzania,Current health expenditure per capita (current US$),2015,32.0931282
Uganda,Current health expenditure per capita (current US$),2015,39.77129364
Ukraine,Current health expenditure per capita (current US$),2015,141.5749207
Upper middle income,Current health expenditure per capita (current US$),2015,420.2507449
Uruguay,Current health expenditure per capita (current US$),2015,1398.512085
United States,Current health expenditure per capita (current US$),2015,9538.070313
Uzbekistan,Current health expenditure per capita (current US$),2015,131.6352844
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2015,294.355011
"Venezuela, RB",Current health expenditure per capita (current US$),2015,566.9293213
British Virgin Islands,Current health expenditure per capita (current US$),2015,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2015,NA
Vietnam,Current health expenditure per capita (current US$),2015,116.7361908
Vanuatu,Current health expenditure per capita (current US$),2015,119.3709869
World,Current health expenditure per capita (current US$),2015,998.7740174
Samoa,Current health expenditure per capita (current US$),2015,222.8976135
Kosovo,Current health expenditure per capita (current US$),2015,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2015,72.03946686
South Africa,Current health expenditure per capita (current US$),2015,470.7969666
Zambia,Current health expenditure per capita (current US$),2015,58.51765442
Zimbabwe,Current health expenditure per capita (current US$),2015,94.29000854
Aruba,Current health expenditure per capita (current US$),2016,NA
Afghanistan,Current health expenditure per capita (current US$),2016,61.45128632
Angola,Current health expenditure per capita (current US$),2016,95.22080231
